48865594	800	0.6493250626754319
36136934	1844	0.8792429479277417
15431724	1881	0.9322105409125904
19591127	1947	0.8788243091590717
15603181	1955	0.12986094278815297
19591126	2236	0.44891778432947405
9009951	2246	0.9373242291705903
15176721	2441	0.7158528068773116
19906425	2472	0.9378029394220057
6847951	2552	0.8608877882933786
7757964	2688	0.7346376165753087
11220384	3011	0.15022879361143127
18151385	3030	0.7816787028552
18769839	3149	0.04974881213221327
1903418	3276	0.956387765096127
37062574	3507	0.981226159433533
14858769	3640	0.7537350512591344
32170732	3701	0.6306399256056694
32870675	3937	0.8759318708191666
19215921	3977	0.16340029282825863
16136122	4865	0.22433768639470297
